time,mon_in,mon_out,tue_in,tue_out,wed_in,wed_out,thu_in,thu_out,fri_in,fri_out,sat_in,sat_out,sun_in,sun_out,week_num
18:00,798,1139,1132,1233,1296,1433,521,638,1226,1485,1046,1051,527,519,25
19:00,735,716,883,848,1153,1146,393,391,906,810,784,711,331,368,25
20:00,316,422,425,463,386,443,280,298,473,553,395,542,284,229,25
21:00,202,238,270,380,195,183,82,103,283,327,291,499,168,150,25
22:00,14,12,14,11,18,8,15,17,23,25,44,50,35,37,25
23:00,19,4,31,14,29,10,12,3,72,57,8,11,1,6,25
00:00,10,7,14,21,930,921,132,174,196,223,292,485,439,522,26
01:00,15,3,4,7,50,53,39,66,70,81,223,290,291,249,26
02:00,12,10,6,4,9,44,20,61,36,42,147,169,183,190,26
03:00,14,5,8,3,38,36,26,27,30,33,132,110,133,116,26
04:00,18,24,27,23,14,27,13,29,9,20,64,35,56,56,26
05:00,40,15,34,27,35,26,20,20,36,16,37,38,19,22,26
06:00,107,49,81,54,110,58,82,66,80,54,54,31,27,48,26
07:00,262,169,314,174,363,237,265,190,259,185,75,75,24,35,26
08:00,574,506,619,624,624,589,590,543,514,520,138,113,76,55,26
09:00,496,505,474,480,510,577,455,475,458,511,254,226,156,128,26
10:00,415,502,465,434,527,515,459,462,485,512,452,439,262,351,26
11:00,528,568,566,569,671,683,445,440,654,629,696,753,422,467,26
12:00,832,929,901,1030,1058,1355,624,770,955,1282,850,1078,604,704,26
13:00,1296,1283,1493,1536,2030,2049,1121,1178,1480,1575,1048,1386,897,1007,26
14:00,908,886,1015,932,1467,1475,907,885,1144,1201,1466,1548,993,1063,26
15:00,846,959,912,953,985,1139,885,916,991,1075,1634,1774,1123,1109,26
16:00,861,1004,977,964,1140,1243,996,1012,1104,1183,1692,2134,1102,1307,26
17:00,1219,1260,1226,1373,1320,1549,1327,1704,1285,1624,1588,2097,945,1030,26
18:00,1040,1122,1065,1149,1249,1580,1292,1505,1326,1727,1260,1594,713,865,26
19:00,548,688,650,729,734,978,1126,1123,1231,1085,1035,1210,551,765,26
20:00,404,457,358,441,445,533,709,698,730,893,692,885,347,401,26
21:00,278,218,287,309,300,348,384,714,467,841,411,995,258,295,26
22:00,19,28,14,16,326,260,349,318,453,584,410,537,210,158,26
23:00,22,16,332,325,209,241,304,291,505,582,393,656,129,134,26
00:00,37,69,57,62,84,79,132,165,157,187,301,357,362,426,27
01:00,49,75,32,22,20,41,36,70,109,83,217,195,222,284,27
02:00,16,45,1,15,7,33,22,55,49,61,90,148,183,182,27
03:00,17,10,10,8,18,18,21,33,42,77,69,94,138,154,27
04:00,17,15,8,12,14,27,21,18,20,25,38,79,54,85,27
05:00,34,29,25,20,28,18,29,26,39,28,43,18,19,39,27
06:00,101,64,99,53,98,66,90,54,101,69,38,29,34,19,27
07:00,265,193,298,155,291,164,307,187,270,160,70,77,24,31,27
08:00,551,511,620,586,587,561,631,576,560,523,129,107,61,49,27
09:00,397,444,404,523,378,471,467,535,441,581,262,277,127,112,27
10:00,407,371,337,375,441,422,501,509,548,578,526,561,234,307,27
11:00,564,486,284,310,560,554,601,602,613,741,656,847,352,378,27
12:00,859,980,558,643,978,1094,1007,1235,1093,1363,1116,1061,628,740,27
13:00,1402,1500,1046,1062,1502,1615,1750,1777,2228,2193,1678,1656,849,1019,27
14:00,1022,1097,923,939,1202,1518,1276,1414,1769,2006,2289,2244,1001,993,27
15:00,981,1112,796,815,1109,1350,1100,1429,1219,1853,1618,2270,909,1203,27
16:00,1068,1189,841,944,1362,1474,1442,1578,1617,1732,1807,2010,1323,1616,27
17:00,1229,1360,1097,1338,1358,1631,1555,2024,1654,1987,1397,1806,1124,1218,27
18:00,955,1222,978,1189,1284,1465,1465,1746,1343,1546,1075,1353,864,1077,27
19:00,562,644,783,706,850,992,1301,1282,1204,1253,771,1014,710,960,27
20:00,340,411,346,398,456,542,820,828,820,1014,508,762,485,659,27
21:00,239,261,279,446,313,569,446,686,429,741,316,783,311,355,27
22:00,170,185,226,241,228,247,353,335,391,499,375,517,236,225,27
23:00,134,141,145,172,197,173,277,247,381,434,413,450,134,148,27
00:00,24,38,81,113,100,133,140,152,171,207,350,392,404,314,28
01:00,37,43,26,24,26,42,57,57,73,93,201,246,235,222,28
02:00,20,28,17,19,34,59,29,41,23,31,182,156,157,145,28
03:00,16,7,12,8,13,26,33,22,38,43,115,64,123,115,28
04:00,18,19,20,24,17,27,18,21,16,28,50,68,49,69,28
05:00,55,53,21,18,20,21,26,21,51,40,32,33,31,37,28
06:00,158,93,92,59,117,77,100,61,95,53,49,42,42,27,28
07:00,470,357,269,182,265,185,282,187,247,170,78,73,28,30,28
08:00,889,804,686,631,705,623,662,598,575,536,165,113,67,65,28
09:00,614,728,480,553,482,529,463,516,524,542,263,271,126,159,28
10:00,534,589,552,580,570,594,489,509,538,555,488,583,299,451,28
11:00,703,701,652,811,589,800,700,790,639,789,767,1017,494,559,28
12:00,1030,1255,1216,1238,1264,1307,1317,1413,1221,1394,1334,1321,694,809,28
13:00,1706,1810,2457,2309,2372,2311,2546,2327,2279,2205,1802,1801,1318,1358,28
14:00,1267,1331,1824,2061,1590,1643,1957,2030,1929,2089,2306,2398,1622,1533,28
15:00,1227,1346,1012,1520,1010,1580,1205,1608,1273,1829,1537,2077,1082,1447,28
16:00,1280,1566,1541,1662,1439,1600,1659,1756,1649,2084,1886,2020,1581,1892,28
17:00,1567,1748,1678,1940,1557,1990,1696,2130,1786,2038,1484,1902,1424,1578,28
18:00,1356,1730,1484,1571,1500,1636,1817,1903,1447,1589,1221,1505,915,1153,28
19:00,896,1016,1046,1138,1121,1231,1561,1473,1325,1339,1198,1320,640,980,28
20:00,515,641,544,894,627,904,1229,1275,924,1002,578,850,534,784,28
21:00,349,356,311,525,343,534,446,721,482,811,381,713,239,372,28
22:00,98,112,310,303,322,301,370,554,409,682,380,502,217,294,28
23:00,85,79,220,262,214,187,326,343,395,521,426,564,164,171,28
00:00,106,124,75,65,108,115,119,176,159,257,271,344,463,806,29
01:00,39,59,32,26,47,45,61,78,83,82,166,224,281,324,29
02:00,30,20,3,22,26,34,39,49,40,40,118,149,256,194,29
03:00,20,22,15,16,11,43,15,21,36,42,84,82,217,136,29
04:00,10,13,20,6,17,30,15,25,26,25,40,65,87,108,29
05:00,32,24,25,16,22,25,18,21,33,19,36,25,43,39,29
06:00,95,71,95,48,90,64,89,55,95,53,45,22,41,35,29
07:00,235,166,266,192,274,156,305,172,252,194,88,79,41,29,29
08:00,571,511,578,571,613,586,630,638,539,588,132,110,65,52,29
09:00,414,454,453,444,483,491,449,504,505,517,292,298,152,127,29
10:00,395,439,435,523,414,524,547,498,594,694,553,627,264,402,29
11:00,623,698,711,848,598,651,707,800,672,852,758,979,407,561,29
12:00,918,1135,976,1224,960,1203,1252,1365,1252,1405,1090,1308,614,757,29
13:00,1470,1585,1619,1595,1649,1623,2253,2348,2279,2309,1678,1546,886,1096,29
14:00,1092,1162,1245,1348,1315,1450,1845,1945,1907,1991,2137,2262,1155,1068,29
15:00,1073,1109,1104,1112,1164,1474,1167,1713,1132,1787,1550,2092,1108,1200,29
16:00,1077,1173,1167,1190,1420,1538,1439,1713,1646,2096,1630,1958,1340,1379,29
17:00,1273,1479,1386,1642,1396,1735,1853,2267,1716,2208,1417,1721,1488,1339,29
18:00,872,1078,1107,1288,1387,1615,1706,2081,1404,1594,1207,1310,954,1020,29
19:00,643,657,825,850,1204,1281,1474,1409,1218,1050,1018,1144,685,967,29
20:00,451,601,449,536,498,657,1099,1137,807,930,655,803,333,451,29
21:00,295,340,312,526,338,584,473,759,439,769,402,711,232,325,29
22:00,165,252,218,283,324,346,338,355,397,639,369,590,203,264,29
23:00,131,143,227,215,231,263,294,364,433,526,405,960,135,214,29
00:00,60,81,60,86,82,133,202,198,125,161,302,338,371,537,30
01:00,34,37,23,29,35,48,31,44,83,69,186,277,225,273,30
02:00,38,15,10,17,28,39,57,50,32,47,161,124,201,193,30
03:00,17,22,5,12,44,44,20,12,24,22,47,73,249,142,30
04:00,23,24,13,10,23,15,7,14,17,20,42,46,69,85,30
05:00,33,32,18,14,33,14,9,20,37,24,31,35,23,40,30
06:00,108,81,92,44,105,78,44,35,97,77,51,23,34,23,30
07:00,269,173,272,201,287,198,177,156,284,196,76,74,31,40,30
08:00,597,590,647,593,686,608,656,458,608,604,132,112,68,54,30
09:00,382,450,467,450,429,495,461,463,467,497,307,314,138,119,30
10:00,515,480,439,438,379,435,418,509,484,588,483,515,333,363,30
11:00,683,715,612,655,612,629,593,623,501,663,665,916,449,531,30
12:00,1019,1229,958,1104,881,1147,951,1235,657,808,1067,1095,588,924,30
13:00,1967,1973,1674,1564,1515,1413,643,701,1463,1565,1371,1493,698,657,30
14:00,1486,1557,1170,1220,966,1081,538,606,1507,1463,1430,1631,992,923,30
15:00,1163,1544,1067,1161,876,973,957,1069,931,976,1536,1461,790,767,30
16:00,1103,1350,1021,1192,1066,1084,1120,1279,861,988,1356,1586,680,710,30
17:00,1258,1381,1241,1569,1228,1468,1448,1732,967,1089,1386,1591,889,850,30
18:00,983,1190,1123,1372,1190,1411,1522,1842,1193,1287,1093,1195,627,768,30
19:00,497,697,784,824,850,898,823,767,1091,1052,846,928,402,485,30
20:00,352,442,403,563,448,561,641,672,662,885,438,681,115,160,30
21:00,310,358,353,569,335,550,356,637,455,864,472,857,151,163,30
22:00,177,253,236,245,326,304,321,362,479,534,411,571,124,136,30
23:00,103,166,279,154,271,261,268,320,420,489,453,628,100,171,30
00:00,51,85,48,60,94,145,180,159,108,151,248,271,250,380,31
01:00,30,37,18,17,13,67,42,68,56,58,148,188,150,187,31
02:00,57,35,6,13,27,29,45,46,22,28,123,108,123,121,31
03:00,13,34,6,8,27,22,25,37,22,25,66,55,118,90,31
04:00,11,15,11,8,11,16,16,15,13,17,35,44,41,59,31
05:00,40,43,14,10,30,17,39,25,28,19,26,23,19,26,31
06:00,94,68,62,34,97,53,113,60,68,44,38,22,23,19,31
07:00,353,257,179,130,319,206,264,169,187,134,64,56,19,22,31
08:00,642,605,424,409,654,559,604,547,412,416,115,84,39,39,31
09:00,423,473,310,329,411,442,420,420,357,374,232,223,83,92,31
10:00,462,495,316,351,414,427,449,445,386,442,410,436,180,278,31
11:00,606,716,438,527,489,520,562,611,433,555,590,736,272,378,31
12:00,695,803,701,814,675,808,1035,1268,749,870,941,942,383,572,31
13:00,1143,1179,1278,1248,1173,1286,1498,1607,1441,1466,1308,1225,586,714,31
14:00,652,667,943,1057,918,861,1225,1213,1279,1337,1583,1592,761,808,31
15:00,549,886,708,866,741,723,1069,1121,799,1107,1247,1424,602,783,31
16:00,959,1026,829,923,781,856,1123,1372,995,1246,1314,1407,728,914,31
17:00,1247,1362,957,1176,1141,1368,1275,1696,1069,1287,1156,1319,768,864,31
18:00,926,1104,826,966,1298,1502,1324,1734,968,1079,949,1014,505,675,31
19:00,660,786,591,642,1011,1063,1129,1109,870,830,825,858,349,558,31
20:00,433,547,311,455,408,535,641,718,573,680,451,591,199,320,31
21:00,262,311,216,370,400,565,335,622,329,589,339,577,126,197,31
22:00,236,220,169,189,317,293,360,328,308,448,313,421,110,159,31
23:00,137,151,161,143,215,207,337,259,299,371,346,545,81,128,31
00:00,53,67,63,68,91,137,107,155,116,129,263,267,399,569,32
01:00,24,30,18,14,30,55,63,81,75,64,160,193,241,259,32
02:00,30,16,7,13,26,35,26,49,53,61,129,107,213,168,32
03:00,11,18,8,8,26,37,29,18,19,35,62,59,214,120,32
04:00,10,11,14,3,16,20,33,10,19,31,37,43,72,83,32
05:00,25,23,23,14,27,18,32,19,22,28,29,22,31,34,32
06:00,72,51,92,47,94,67,93,52,93,44,42,18,35,24,32
07:00,209,138,300,194,285,193,256,180,234,178,73,58,33,29,32
08:00,442,397,694,595,634,607,619,571,563,503,121,86,63,47,32
09:00,298,321,392,367,430,495,429,406,488,454,267,234,137,110,32
10:00,335,329,401,438,392,480,468,484,459,515,465,443,286,343,32
11:00,467,496,578,625,551,624,598,730,597,562,647,740,416,485,32
12:00,645,739,851,1035,818,1096,994,1159,927,1248,997,942,586,745,32
13:00,1122,1106,1379,1385,1410,1500,1981,2034,1538,1685,1402,1200,802,815,32
14:00,791,790,1021,1132,1040,1177,2052,2231,1072,1235,1657,1543,1074,925,32
15:00,682,826,932,1084,904,1100,1515,1857,1147,1280,1395,1401,923,908,32
16:00,769,828,1169,1441,1062,1207,1211,1389,1177,1370,1384,1393,1015,993,32
17:00,925,985,1374,1652,1224,1586,1355,1893,1217,1657,1274,1303,1162,1008,32
18:00,682,787,1081,1200,1259,1571,1259,1570,1148,1461,1046,990,771,814,32
19:00,441,500,828,801,996,1125,780,912,802,977,865,824,530,664,32
20:00,303,371,448,529,440,608,652,762,516,743,497,584,239,308,32
21:00,213,236,327,487,349,590,344,752,423,748,391,604,188,226,32
22:00,142,168,245,294,315,327,312,290,365,489,352,444,161,185,32
23:00,91,107,174,163,234,253,227,239,294,411,387,600,116,170,32
00:00,56,77,59,84,73,104,107,120,123,115,325,409,429,412,33
01:00,31,33,34,12,29,23,91,73,69,66,219,233,245,273,33
02:00,42,21,9,15,22,34,63,45,36,36,166,162,220,142,33
03:00,13,23,12,22,13,26,42,28,22,24,116,97,224,128,33
04:00,14,15,6,20,3,11,11,14,9,17,39,44,41,66,33
05:00,33,31,29,16,26,12,36,27,28,25,35,16,20,18,33
06:00,94,65,82,65,89,66,92,74,85,62,43,36,31,28,33
07:00,286,187,231,184,243,146,238,184,245,174,52,49,32,30,33
08:00,579,526,614,558,570,519,567,542,485,482,114,101,51,47,33
09:00,380,411,408,422,431,417,418,454,419,445,234,249,134,134,33
10:00,452,431,406,437,422,521,370,468,490,585,405,425,324,351,33
11:00,605,637,647,657,462,521,608,679,709,779,676,713,453,444,33
12:00,814,918,1027,1154,886,1040,866,1119,1086,1237,946,1009,950,829,33
13:00,1461,1410,1480,1494,1519,1490,1102,1139,1735,1808,1216,1386,1164,1177,33
14:00,1011,998,1110,1170,1141,1085,751,667,1051,1176,1474,1448,1417,1336,33
15:00,827,1078,1069,1096,1046,981,723,747,1521,1479,1720,1769,1261,1186,33
16:00,977,1062,1086,1160,1114,1214,797,812,1255,1384,1471,1544,1121,1478,33
17:00,1184,1234,1211,1428,1302,1629,1040,1303,1487,1858,1295,1507,1137,1226,33
18:00,894,1021,1210,1271,1188,1396,855,1015,1275,1542,1048,1143,649,927,33
19:00,551,657,709,869,840,896,362,424,1078,1010,793,922,394,612,33
20:00,375,451,388,489,435,539,429,513,608,749,528,729,329,392,33
21:00,271,300,371,545,365,597,330,613,488,866,537,921,223,290,33
22:00,192,212,225,282,323,268,308,267,448,525,431,579,193,162,33
23:00,114,141,148,194,202,217,263,262,371,505,421,555,150,124,33
00:00,34,65,84,94,76,108,120,111,172,159,256,321,307,366,34
01:00,45,33,31,30,36,37,38,51,92,66,188,181,195,182,34
02:00,34,17,15,36,17,39,30,36,46,37,126,128,161,159,34
03:00,5,3,13,15,21,11,20,23,46,33,86,71,225,145,34
04:00,11,19,3,6,10,18,11,8,14,16,23,38,57,91,34
05:00,32,25,26,13,30,13,22,28,39,39,27,15,22,25,34
06:00,103,76,97,77,103,66,103,94,123,73,45,56,34,36,34
07:00,266,166,258,178,290,182,275,168,275,170,67,70,32,32,34
08:00,503,508,580,551,602,609,581,605,568,551,153,117,57,64,34
09:00,355,375,577,631,412,542,387,438,413,492,237,264,129,103,34
10:00,401,446,436,512,494,533,434,538,425,523,468,522,240,380,34
11:00,554,565,592,682,651,640,619,603,546,624,690,776,469,509,34
12:00,1001,1141,1007,1175,938,1105,1095,1286,803,1084,942,1170,614,714,34
13:00,1772,1708,1601,1529,1612,1628,2122,2096,555,688,1168,1392,892,950,34
14:00,1372,1341,1205,1190,1195,1233,2146,1999,867,910,1516,1502,1184,980,34
15:00,1154,1158,1025,1004,1311,1467,1697,1907,851,903,1597,1621,1314,1244,34
16:00,1232,1276,1123,1202,1132,1261,1453,1521,966,1107,1388,1436,1205,1359,34
17:00,1491,1561,1363,1604,1488,1619,1757,2157,1188,1539,1249,1493,1054,1141,34
18:00,911,1137,1182,1329,1193,1436,1654,1876,1077,1235,1040,1179,620,843,34
19:00,539,638,820,736,957,875,1126,1200,834,785,734,861,558,951,34
20:00,394,445,407,499,366,482,685,779,533,649,451,699,349,446,34
21:00,238,302,353,605,355,669,446,714,454,813,381,831,292,297,34
22:00,213,224,276,281,283,309,405,397,326,437,342,459,212,203,34
23:00,204,140,187,167,200,174,264,237,328,347,425,458,158,189,34
00:00,71,95,91,87,115,108,134,130,137,180,292,324,294,363,35
01:00,48,32,33,27,19,26,37,48,109,86,178,211,197,227,35
02:00,42,28,14,16,16,31,33,35,52,62,120,136,140,113,35
03:00,9,28,17,21,9,27,15,24,22,43,107,77,187,119,35
04:00,15,26,10,15,11,18,9,19,16,31,31,46,30,59,35
05:00,35,27,16,10,32,23,37,23,29,14,22,21,19,30,35
06:00,75,65,91,76,84,83,97,81,76,55,45,55,39,28,35
07:00,242,144,272,169,260,213,274,188,238,161,53,53,35,31,35
08:00,559,571,570,537,644,601,583,552,553,532,110,132,63,70,35
09:00,409,445,388,488,369,485,377,526,432,520,227,279,136,147,35
10:00,450,476,395,452,404,453,418,536,506,576,410,427,254,367,35
11:00,560,716,659,649,606,679,633,675,728,828,711,734,426,425,35
12:00,985,1208,980,1131,870,1127,1069,1225,990,1264,1003,1019,720,695,35
13:00,1331,1307,1359,1395,1552,1564,1842,1859,1556,1561,1203,1466,891,971,35
14:00,1158,1147,1062,1098,1241,1217,1492,1446,1144,1140,1388,1495,1071,991,35
15:00,1008,1036,973,927,1208,1217,1178,1244,1223,1247,1388,1231,1080,1122,35
16:00,1040,1038,947,1114,1220,1266,1282,1286,1118,1178,1403,1513,1030,1192,35
17:00,1193,1388,1235,1377,1441,1795,1619,1973,1245,1410,1290,1558,939,913,35
18:00,872,1014,1094,1227,1216,1385,1519,1697,1040,1354,1022,1102,635,816,35
19:00,526,691,734,834,870,975,1186,1131,719,783,854,837,454,746,35
20:00,365,430,369,452,410,510,668,843,539,606,432,610,374,403,35
21:00,251,314,338,604,332,601,448,765,421,794,364,760,262,239,35
22:00,192,215,199,179,230,247,391,312,313,450,344,434,177,157,35
23:00,130,138,145,149,239,220,262,312,400,472,401,480,142,143,35
00:00,64,57,75,87,54,89,100,131,129,115,278,287,295,331,36
01:00,47,41,20,23,44,58,54,59,67,64,202,196,225,234,36
02:00,17,37,15,16,9,45,38,45,32,38,139,104,191,132,36
03:00,12,23,16,15,23,22,35,18,15,21,85,75,259,120,36
04:00,10,14,15,7,4,19,12,10,2,28,32,47,41,67,36
05:00,33,33,31,19,20,10,28,22,21,8,22,24,15,14,36
06:00,100,79,97,74,103,85,84,59,81,66,34,28,33,25,36
07:00,240,201,304,173,280,179,277,186,257,161,70,48,30,25,36
08:00,539,554,600,607,606,586,609,607,558,465,134,116,69,33,36
09:00,369,432,424,586,428,463,460,498,421,441,198,219,132,109,36
10:00,438,456,424,460,456,438,445,515,449,497,308,283,234,279,36
11:00,635,647,572,671,583,650,623,636,691,733,462,568,373,396,36
12:00,1046,936,1357,1434,1386,1467,1022,1185,1192,1300,762,752,752,713,36
13:00,1356,1435,2080,2098,2323,2287,1858,1838,2043,1879,995,1087,838,891,36
14:00,1109,1023,1857,1887,1790,1876,1451,1315,1329,1266,1339,1112,1219,1015,36
15:00,940,1059,1266,1482,1256,1439,1068,1129,1145,1258,1216,1155,1057,1065,36
16:00,1006,987,1100,1418,1185,1381,1072,1187,1203,1214,1252,1307,962,974,36
17:00,1379,1633,1418,1903,1609,1852,1303,1482,1416,1559,1134,1222,944,1153,36
18:00,977,1054,1139,1091,1213,1419,1280,1407,1101,1281,687,715,674,787,36
19:00,523,658,629,742,697,843,873,963,1083,861,764,582,769,495,36
20:00,314,405,442,486,441,565,652,668,526,661,425,541,359,334,36
21:00,257,311,339,340,308,422,377,409,433,530,291,342,248,251,36
22:00,169,200,290,267,203,253,306,296,324,1021,348,850,189,536,36
23:00,117,182,153,173,204,185,226,216,338,457,301,392,111,134,36
00:00,58,79,100,116,103,76,150,136,169,150,310,358,301,403,37
01:00,31,32,74,52,28,31,123,55,57,37,210,209,309,240,37
02:00,43,40,67,35,16,30,53,24,26,28,137,142,195,178,37
03:00,10,31,84,22,11,21,36,29,42,22,152,97,209,119,37
04:00,11,19,5,10,13,10,11,7,17,25,35,43,78,50,37
05:00,27,26,26,8,24,10,25,12,21,21,24,34,17,30,37
06:00,97,70,86,70,110,68,98,73,91,60,56,32,36,41,37
07:00,265,200,263,198,261,173,278,170,224,182,70,50,34,33,37
08:00,556,585,645,616,602,557,595,598,574,553,130,106,83,56,37
09:00,420,494,448,567,348,494,419,521,461,463,220,290,122,124,37
10:00,407,495,405,465,427,486,423,503,434,502,499,515,252,285,37
11:00,545,553,661,688,579,596,605,690,618,667,839,733,343,291,37
12:00,1140,1232,886,982,944,1000,597,732,951,1082,1265,1323,457,495,37
13:00,1672,1699,1374,1434,1423,1383,1029,1035,1465,1411,1373,1570,818,765,37
14:00,901,977,981,901,963,870,796,796,1073,1077,1644,1738,780,947,37
15:00,831,862,949,976,649,631,833,804,1039,1167,1393,1546,862,931,37
16:00,867,976,953,1052,728,634,922,956,1133,1285,1495,1595,1048,1188,37
17:00,1116,1213,1281,1332,878,967,1226,1357,1284,1583,1421,1549,781,950,37
18:00,831,995,1012,1118,942,770,1125,1381,1059,1279,948,1097,698,614,37
19:00,474,557,761,780,671,575,837,805,708,843,684,868,392,448,37
20:00,303,391,409,461,406,463,668,672,514,630,491,666,258,272,37
21:00,254,282,281,353,268,332,299,374,369,477,449,528,197,155,37
22:00,188,238,233,321,311,358,332,249,365,543,322,459,137,148,37
23:00,168,210,168,154,247,212,220,239,353,511,370,519,97,133,37
00:00,40,52,73,174,26,82,122,177,139,94,361,299,521,558,38
01:00,51,33,16,15,17,29,102,60,66,82,194,209,338,277,38
02:00,18,10,8,14,19,20,92,40,25,40,110,121,276,208,38
03:00,7,11,0,16,4,22,83,46,41,41,133,77,233,165,38
04:00,3,13,5,9,5,12,18,13,6,7,51,54,76,62,38
05:00,20,21,21,10,26,13,20,9,9,14,19,23,24,28,38
06:00,104,66,85,60,83,69,109,71,95,68,43,22,28,26,38
07:00,254,187,256,207,239,202,273,171,245,164,91,62,36,30,38
08:00,442,551,637,629,634,667,597,639,597,607,137,115,73,47,38
09:00,410,386,453,543,432,556,465,629,413,565,263,279,161,128,38
10:00,423,489,366,385,463,535,447,560,502,552,443,428,342,338,38
11:00,650,623,417,416,695,680,665,721,647,734,747,807,535,464,38
12:00,903,1007,493,686,987,1006,1158,1261,970,1168,1304,1302,835,874,38
13:00,1539,1334,836,964,1552,1601,1692,1679,1521,1492,1394,1536,961,1164,38
14:00,1239,1318,709,669,1194,1153,1119,1483,1391,1422,1657,1912,1242,1735,38
15:00,981,1074,783,756,965,1077,1157,1183,1323,1545,1714,1806,1350,1620,38
16:00,907,839,818,827,1023,1034,1162,1259,1466,1416,1673,1750,1147,1080,38
17:00,1108,1131,930,976,1357,1426,1250,1468,1509,1763,1396,1489,960,1000,38
18:00,784,871,643,697,1215,1329,1219,1346,1291,1674,1123,1174,518,817,38
19:00,499,528,610,581,998,813,894,1033,1106,1277,775,1004,487,562,38
20:00,341,332,289,334,467,545,688,686,788,925,474,773,385,385,38
21:00,193,223,177,188,269,370,363,396,699,953,466,625,248,283,38
22:00,204,156,130,168,262,546,296,263,689,845,480,738,230,196,38
23:00,172,145,65,123,206,550,220,237,555,471,478,585,207,184,38
00:00,116,118,50,66,93,92,92,121,272,282,285,333,403,430,39
01:00,79,63,23,31,28,46,24,48,145,204,158,211,343,324,39
02:00,26,23,7,13,19,21,30,46,106,78,169,123,316,218,39
03:00,32,34,10,9,6,13,24,43,100,59,116,74,318,142,39
04:00,12,20,9,6,1,17,6,10,21,35,49,63,92,98,39
05:00,40,21,16,18,16,24,20,21,29,21,12,24,20,40,39
06:00,113,77,112,91,95,69,93,67,92,50,45,39,36,40,39
07:00,255,168,284,214,259,192,277,169,240,153,74,69,25,41,39
08:00,590,695,663,783,646,700,589,708,558,774,153,159,61,61,39
09:00,462,743,496,669,451,630,478,630,456,573,237,275,154,112,39
10:00,462,551,462,515,421,510,405,552,546,611,483,500,270,317,39
11:00,770,731,623,671,558,656,581,713,708,766,678,694,457,402,39
12:00,1457,1501,875,995,903,1025,935,1044,1135,1297,1115,1159,705,744,39
13:00,2067,2576,1394,1924,1592,1535,1469,1356,1800,1810,1535,1725,933,962,39
14:00,1265,1580,1064,1252,1073,982,987,921,1297,1290,1910,2218,1257,1106,39
15:00,1111,1152,995,817,953,938,910,817,1162,1127,1656,1796,1160,1275,39
16:00,1321,1069,1080,977,1074,925,1049,1026,1278,1310,1710,1631,1162,1276,39
17:00,1347,1433,1205,1348,1298,1458,1318,1673,1490,1631,1388,1477,1032,997,39
18:00,1032,1013,999,1068,1182,1295,1200,1505,1265,1423,1023,1171,737,812,39
19:00,549,694,572,671,744,683,1128,1060,1048,960,935,950,426,513,39
20:00,317,555,377,372,444,525,755,870,532,964,523,868,282,296,39
21:00,285,261,323,215,363,491,593,740,488,576,485,617,185,185,39
22:00,204,147,214,265,298,240,571,569,412,545,461,566,202,204,39
23:00,128,123,145,121,172,201,510,474,362,466,472,546,129,130,39
00:00,69,75,93,88,78,106,134,106,83,140,283,315,448,443,40
01:00,19,32,66,52,30,59,41,46,67,79,163,233,316,351,40
02:00,28,28,62,34,25,19,35,46,72,31,143,138,213,179,40
03:00,7,9,36,26,12,26,37,19,76,52,146,91,212,119,40
04:00,12,11,8,6,15,24,9,17,15,39,41,62,52,104,40
05:00,24,16,29,14,22,18,27,27,21,18,33,18,17,22,40
06:00,116,81,83,65,118,74,130,67,117,59,40,40,40,25,40
07:00,273,199,271,274,292,252,267,183,263,186,74,89,31,37,40
08:00,620,698,488,597,620,747,549,641,582,674,151,133,61,52,40
09:00,428,645,364,549,474,670,384,566,453,607,231,289,125,133,40
10:00,418,536,320,408,430,567,314,395,546,570,488,508,245,312,40
11:00,629,629,433,484,614,667,590,641,683,796,830,766,458,411,40
12:00,886,992,717,732,804,951,903,976,1041,1281,1044,1183,852,709,40
13:00,1437,1397,1207,1113,1390,1245,1215,1119,1740,1738,1933,2202,993,982,40
14:00,996,945,890,694,1060,908,971,898,1261,1260,1764,1616,1060,1086,40
15:00,888,826,793,715,867,845,765,770,1201,1172,1913,1987,1123,1356,40
16:00,947,913,892,822,953,882,794,761,1384,1321,1833,2063,1251,1189,40
17:00,1217,1198,1096,1179,1258,1434,1305,1369,1303,1524,1724,1824,1213,1160,40
18:00,932,972,906,1106,1148,1291,1024,1382,1156,1378,1246,1417,657,649,40
19:00,495,524,671,653,1166,782,1145,830,999,921,888,976,326,455,40
20:00,319,351,385,392,440,514,518,674,596,711,482,666,274,474,40
21:00,354,274,396,309,428,661,411,538,443,658,454,792,199,249,40
22:00,172,290,203,210,218,310,331,465,309,398,475,652,164,149,40
23:00,130,255,189,158,211,237,302,269,275,251,484,554,131,152,40
00:00,64,60,79,78,78,65,107,99,147,155,343,348,438,406,41
01:00,56,30,15,35,30,27,45,30,86,73,254,200,336,274,41
02:00,30,28,23,17,27,28,34,39,48,50,176,154,208,188,41
03:00,17,15,8,23,20,37,38,45,83,45,113,101,158,161,41
04:00,18,18,9,10,10,14,4,13,10,33,41,32,77,56,41
05:00,23,23,19,7,26,8,22,18,22,8,23,26,35,43,41
06:00,96,58,97,71,79,50,102,76,99,83,43,44,27,26,41
07:00,286,192,281,210,307,231,289,224,303,173,86,101,51,37,41
08:00,580,683,604,681,662,741,598,698,630,659,125,113,77,56,41
